foliohog,cons_med1,tipo_tarif,tarifa_desc,tipo_viv,vivienda_desc
1,173,9,No sabe,1,Casa única del terreno
1,750,2,1 - A,1,Casa única del terreno
1,120,9,No sabe,1,Casa única del terreno
1,120,2,1 - A,2,Casa que comparte terreno con otra(s)
1,162,2,1 - A,2,Casa que comparte terreno con otra(s)
1,0,0,02,2,Casa que comparte terreno con otra(s)
1,0,0,02,2,Casa que comparte terreno con otra(s)
1,100,9,No sabe,1,Casa única del terreno
1,270,9,No sabe,1,Casa única del terreno
1,300,2,1 - A,1,Casa única del terreno
1,0,0,02,1,Casa única del terreno
1,300,9,No sabe,1,Casa única del terreno
1,277,2,1 - A,1,Casa única del terreno
1,302,2,1 - A,1,Casa única del terreno
1,234,2,1 - A,1,Casa única del terreno
1,148,2,1 - A,1,Casa única del terreno
1,600,9,No sabe,1,Casa única del terreno
1,408,2,1 - A,2,Casa que comparte terreno con otra(s)
1,182,2,1 - A,1,Casa única del terreno
1,250,9,No sabe,1,Casa única del terreno
1,130,9,No sabe,2,Casa que comparte terreno con otra(s)
1,98,2,1 - A,2,Casa que comparte terreno con otra(s)
1,405,9,No sabe,2,Casa que comparte terreno con otra(s)
1,250,9,No sabe,2,Casa que comparte terreno con otra(s)
1,154,2,1 - A,1,Casa única del terreno
1,260,2,1 - A,1,Casa única del terreno
1,258,2,1 - A,1,Casa única del terreno
1,117,2,1 - A,1,Casa única del terreno
1,380,2,1 - A,1,Casa única del terreno
1,140,2,1 - A,1,Casa única del terreno
1,200,2,1 - A,1,Casa única del terreno
1,0,0,02,2,Casa que comparte terreno con otra(s)
1,280,2,1 - A,2,Casa que comparte terreno con otra(s)
1,84,2,1 - A,1,Casa única del terreno
1,183,9,No sabe,1,Casa única del terreno
1,227,2,1 - A,1,Casa única del terreno
1,0,0,02,2,Casa que comparte terreno con otra(s)
1,114,2,1 - A,2,Casa que comparte terreno con otra(s)
1,0,0,02,2,Casa que comparte terreno con otra(s)
1,214,2,1 - A,2,Casa que comparte terreno con otra(s)
1,107,2,1 - A,1,Casa única del terreno
1,140,2,1 - A,2,Casa que comparte terreno con otra(s)
1,257,2,1 - A,2,Casa que comparte terreno con otra(s)
1,423,2,1 - A,2,Casa que comparte terreno con otra(s)
1,130,2,1 - A,2,Casa que comparte terreno con otra(s)
1,50,2,1 - A,1,Casa única del terreno
1,114,2,1 - A,1,Casa única del terreno
1,180,9,No sabe,1,Casa única del terreno
1,250,9,No sabe,1,Casa única del terreno
1,98,9,No sabe,6,Vivienda en vecindad o cuartería
1,208,2,1 - A,2,Casa que comparte terreno con otra(s)
1,120,9,No sabe,1,Casa única del terreno
1,790,9,No sabe,1,Casa única del terreno
1,194,2,1 - A,1,Casa única del terreno
1,180,9,No sabe,1,Casa única del terreno
1,264,2,1 - A,1,Casa única del terreno
1,0,9,No sabe,1,Casa única del terreno
1,500,9,No sabe,1,Casa única del terreno
1,99999,9,No sabe,1,Casa única del terreno
1,600,9,No sabe,1,Casa única del terreno
1,275,2,1 - A,1,Casa única del terreno
1,116,2,1 - A,4,Departamento en edificio
1,99999,9,No sabe,1,Casa única del terreno
1,250,9,No sabe,1,Casa única del terreno
1,0,0,02,6,Vivienda en vecindad o cuartería
1,200,9,No sabe,1,Casa única del terreno
1,509,2,1 - A,1,Casa única del terreno
1,327,2,1 - A,1,Casa única del terreno
1,1200,9,No sabe,1,Casa única del terreno
1,159,2,1 - A,6,Vivienda en vecindad o cuartería
1,864,9,No sabe,1,Casa única del terreno
1,70,2,1 - A,6,Vivienda en vecindad o cuartería
1,0,0,02,2,Casa que comparte terreno con otra(s)
1,287,9,No sabe,1,Casa única del terreno
1,900,9,No sabe,1,Casa única del terreno
1,500,9,No sabe,1,Casa única del terreno
1,99999,9,No sabe,1,Casa única del terreno
1,429,9,No sabe,1,Casa única del terreno
1,95,9,No sabe,2,Casa que comparte terreno con otra(s)
1,306,2,1 - A,4,Departamento en edificio
1,297,9,No sabe,2,Casa que comparte terreno con otra(s)
1,180,9,No sabe,1,Casa única del terreno
1,350,9,No sabe,1,Casa única del terreno
1,500,9,No sabe,1,Casa única del terreno
1,450,9,No sabe,1,Casa única del terreno
1,300,9,No sabe,1,Casa única del terreno
1,167,9,No sabe,1,Casa única del terreno
1,218,9,No sabe,1,Casa única del terreno
1,241,2,1 - A,1,Casa única del terreno
1,99999,2,1 - A,1,Casa única del terreno
1,80,2,1 - A,1,Casa única del terreno
1,196,2,1 - A,1,Casa única del terreno
1,245,9,No sabe,1,Casa única del terreno
1,434,9,No sabe,1,Casa única del terreno
1,283,2,1 - A,1,Casa única del terreno
1,191,2,1 - A,6,Vivienda en vecindad o cuartería
1,116,2,1 - A,1,Casa única del terreno
1,165,9,No sabe,1,Casa única del terreno
1,780,9,No sabe,1,Casa única del terreno
1,2000,9,No sabe,1,Casa única del terreno
1,128,9,No sabe,1,Casa única del terreno
1,8853,8,DAC,1,Casa única del terreno
1,350,9,No sabe,1,Casa única del terreno
1,360,2,1 - A,1,Casa única del terreno
1,204,9,No sabe,1,Casa única del terreno
1,258,2,1 - A,1,Casa única del terreno
1,250,9,No sabe,1,Casa única del terreno
1,99999,9,No sabe,1,Casa única del terreno
1,540,9,No sabe,1,Casa única del terreno
1,1380,2,1 - A,1,Casa única del terreno
1,64,2,1 - A,1,Casa única del terreno
1,391,2,1 - A,1,Casa única del terreno
1,1200,9,No sabe,1,Casa única del terreno
1,180,9,No sabe,1,Casa única del terreno
1,200,9,No sabe,2,Casa que comparte terreno con otra(s)
1,250,9,No sabe,1,Casa única del terreno
1,205,9,No sabe,2,Casa que comparte terreno con otra(s)
1,240,9,No sabe,1,Casa única del terreno
1,330,9,No sabe,1,Casa única del terreno
1,285,9,No sabe,1,Casa única del terreno
1,270,2,1 - A,1,Casa única del terreno
1,100,9,No sabe,1,Casa única del terreno
1,1290,2,1 - A,1,Casa única del terreno
1,9999,9,No sabe,2,Casa que comparte terreno con otra(s)
1,580,2,1 - A,1,Casa única del terreno
1,700,2,1 - A,1,Casa única del terreno
1,680,2,1 - A,1,Casa única del terreno
1,200,2,1 - A,1,Casa única del terreno
1,96,2,1 - A,1,Casa única del terreno
1,248,2,1 - A,1,Casa única del terreno
1,136,2,1 - A,1,Casa única del terreno
1,1114,2,1 - A,1,Casa única del terreno
1,435,9,No sabe,1,Casa única del terreno
1,640,9,No sabe,1,Casa única del terreno
1,548,9,No sabe,1,Casa única del terreno
1,99999,9,No sabe,1,Casa única del terreno
1,636,9,No sabe,1,Casa única del terreno
1,88,9,No sabe,1,Casa única del terreno
1,176,9,No sabe,1,Casa única del terreno
1,84,9,No sabe,1,Casa única del terreno
1,250,9,No sabe,1,Casa única del terreno
1,850,9,No sabe,1,Casa única del terreno
1,800,9,No sabe,1,Casa única del terreno
1,700,9,No sabe,2,Casa que comparte terreno con otra(s)
1,180,9,No sabe,1,Casa única del terreno
1,420,9,No sabe,1,Casa única del terreno
1,101,9,No sabe,4,Departamento en edificio
1,840,9,No sabe,4,Departamento en edificio
1,530,9,No sabe,4,Departamento en edificio
1,147,1,01,4,Departamento en edificio
1,146,2,1 - A,2,Casa que comparte terreno con otra(s)
1,700,2,1 - A,1,Casa única del terreno
1,736,2,1 - A,1,Casa única del terreno
1,101,2,1 - A,2,Casa que comparte terreno con otra(s)
1,135,9,No sabe,1,Casa única del terreno
1,85,9,No sabe,1,Casa única del terreno
1,300,9,No sabe,7,Local no construido para habitación
1,186,2,1 - A,1,Casa única del terreno
1,320,9,No sabe,1,Casa única del terreno
1,99999,9,No sabe,1,Casa única del terreno
1,300,9,No sabe,1,Casa única del terreno
1,511,9,No sabe,1,Casa única del terreno
1,165,2,1 - A,1,Casa única del terreno
1,240,9,No sabe,1,Casa única del terreno
1,194,9,No sabe,1,Casa única del terreno
1,0,0,02,2,Casa que comparte terreno con otra(s)
1,776,9,No sabe,1,Casa única del terreno
1,789,2,1 - A,1,Casa única del terreno
1,0,0,02,2,Casa que comparte terreno con otra(s)
1,46,9,No sabe,2,Casa que comparte terreno con otra(s)
1,240,9,No sabe,1,Casa única del terreno
1,145,9,No sabe,1,Casa única del terreno
1,150,1,01,1,Casa única del terreno
1,180,9,No sabe,2,Casa que comparte terreno con otra(s)
1,43,9,No sabe,2,Casa que comparte terreno con otra(s)
1,196,9,No sabe,1,Casa única del terreno
1,320,9,No sabe,1,Casa única del terreno
1,120,9,No sabe,1,Casa única del terreno
1,398,9,No sabe,1,Casa única del terreno
1,2600,9,No sabe,1,Casa única del terreno
1,350,9,No sabe,1,Casa única del terreno
1,166,9,No sabe,1,Casa única del terreno
1,281,2,1 - A,1,Casa única del terreno
1,197,9,No sabe,4,Departamento en edificio
1,360,9,No sabe,1,Casa única del terreno
1,1100,9,No sabe,1,Casa única del terreno
1,750,9,No sabe,1,Casa única del terreno
1,170,2,1 - A,1,Casa única del terreno
1,220,2,1 - A,1,Casa única del terreno
1,224,2,1 - A,1,Casa única del terreno
1,380,9,No sabe,1,Casa única del terreno
1,210,9,No sabe,1,Casa única del terreno
1,228,9,No sabe,1,Casa única del terreno
1,717,2,1 - A,1,Casa única del terreno
1,14000,9,No sabe,1,Casa única del terreno
1,0,0,02,1,Casa única del terreno
1,1800,9,No sabe,1,Casa única del terreno
1,114,9,No sabe,1,Casa única del terreno
1,120,9,No sabe,1,Casa única del terreno
1,886,9,No sabe,1,Casa única del terreno
1,789,2,1 - A,1,Casa única del terreno
1,170,9,No sabe,1,Casa única del terreno
1,163,2,1 - A,1,Casa única del terreno
1,270,9,No sabe,1,Casa única del terreno
1,200,9,No sabe,1,Casa única del terreno
1,1023,2,1 - A,1,Casa única del terreno
1,99999,9,No sabe,2,Casa que comparte terreno con otra(s)
1,210,9,No sabe,2,Casa que comparte terreno con otra(s)
1,150,9,No sabe,1,Casa única del terreno
1,607,2,1 - A,1,Casa única del terreno
1,99999,9,No sabe,1,Casa única del terreno
1,200,9,No sabe,1,Casa única del terreno
1,46,2,1 - A,1,Casa única del terreno
1,140,9,No sabe,1,Casa única del terreno
1,400,9,No sabe,1,Casa única del terreno
1,350,9,No sabe,1,Casa única del terreno
1,195,2,1 - A,1,Casa única del terreno
1,173,2,1 - A,1,Casa única del terreno
1,175,9,No sabe,1,Casa única del terreno
1,350,9,No sabe,1,Casa única del terreno
1,1300,9,No sabe,1,Casa única del terreno
1,500,9,No sabe,1,Casa única del terreno
1,300,9,No sabe,1,Casa única del terreno
1,347,2,1 - A,1,Casa única del terreno
1,650,9,No sabe,1,Casa única del terreno
1,98,9,No sabe,6,Vivienda en vecindad o cuartería
1,250,9,No sabe,1,Casa única del terreno
1,212,9,No sabe,1,Casa única del terreno
1,120,9,No sabe,1,Casa única del terreno
1,172,1,01,1,Casa única del terreno
1,312,2,1 - A,6,Vivienda en vecindad o cuartería
1,448,2,1 - A,6,Vivienda en vecindad o cuartería
1,3000,9,No sabe,1,Casa única del terreno
1,300,9,No sabe,1,Casa única del terreno
1,175,9,No sabe,1,Casa única del terreno
1,249,1,01,1,Casa única del terreno
1,0,0,02,2,Casa que comparte terreno con otra(s)
1,300,9,No sabe,1,Casa única del terreno
1,300,9,No sabe,1,Casa única del terreno
1,700,9,No sabe,1,Casa única del terreno
1,360,9,No sabe,1,Casa única del terreno
1,190,9,No sabe,1,Casa única del terreno
1,850,9,No sabe,1,Casa única del terreno
1,120,9,No sabe,2,Casa que comparte terreno con otra(s)
1,250,9,No sabe,1,Casa única del terreno
1,102,9,No sabe,1,Casa única del terreno
1,2800,9,No sabe,1,Casa única del terreno
1,128,2,1 - A,1,Casa única del terreno
1,230,9,No sabe,1,Casa única del terreno
1,220,9,No sabe,1,Casa única del terreno
1,218,2,1 - A,1,Casa única del terreno
1,283,9,No sabe,1,Casa única del terreno
1,333,2,1 - A,1,Casa única del terreno
1,811,2,1 - A,1,Casa única del terreno
1,150,2,1 - A,1,Casa única del terreno
1,180,9,No sabe,1,Casa única del terreno
1,1000,2,1 - A,1,Casa única del terreno
1,236,9,No sabe,1,Casa única del terreno
1,260,9,No sabe,1,Casa única del terreno
1,913,9,No sabe,1,Casa única del terreno
1,390,9,No sabe,1,Casa única del terreno
1,180,9,No sabe,1,Casa única del terreno
1,370,9,No sabe,2,Casa que comparte terreno con otra(s)
1,190,2,1 - A,1,Casa única del terreno
1,8000,9,No sabe,1,Casa única del terreno
1,219,2,1 - A,2,Casa que comparte terreno con otra(s)
1,250,9,No sabe,2,Casa que comparte terreno con otra(s)
1,160,9,No sabe,1,Casa única del terreno
1,450,2,1 - A,1,Casa única del terreno
1,700,9,No sabe,2,Casa que comparte terreno con otra(s)
1,106,9,No sabe,2,Casa que comparte terreno con otra(s)
1,266,2,1 - A,2,Casa que comparte terreno con otra(s)
1,200,9,No sabe,1,Casa única del terreno
1,3200,9,No sabe,7,Local no construido para habitación
1,336,2,1 - A,1,Casa única del terreno
1,1200,2,1 - A,1,Casa única del terreno
1,389,9,No sabe,1,Casa única del terreno
1,295,9,No sabe,1,Casa única del terreno
1,0,9,No sabe,4,Departamento en edificio
1,270,9,No sabe,1,Casa única del terreno
1,220,2,1 - A,2,Casa que comparte terreno con otra(s)
1,285,2,1 - A,1,Casa única del terreno
1,109,2,1 - A,1,Casa única del terreno
1,147,9,No sabe,1,Casa única del terreno
1,238,2,1 - A,1,Casa única del terreno
1,275,9,No sabe,1,Casa única del terreno
1,324,9,No sabe,1,Casa única del terreno
1,250,9,No sabe,1,Casa única del terreno
1,600,9,No sabe,1,Casa única del terreno
1,1898,8,DAC,1,Casa única del terreno
1,259,2,1 - A,1,Casa única del terreno
1,398,2,1 - A,1,Casa única del terreno
1,780,9,No sabe,1,Casa única del terreno
1,640,9,No sabe,1,Casa única del terreno
1,700,9,No sabe,1,Casa única del terreno
1,325,9,No sabe,1,Casa única del terreno
1,117,9,No sabe,1,Casa única del terreno
1,250,9,No sabe,1,Casa única del terreno
1,104,2,1 - A,1,Casa única del terreno
1,116,2,1 - A,1,Casa única del terreno
1,230,9,No sabe,1,Casa única del terreno
1,260,9,No sabe,1,Casa única del terreno
1,231,2,1 - A,1,Casa única del terreno
1,400,9,No sabe,1,Casa única del terreno
1,325,9,No sabe,1,Casa única del terreno
1,110,9,No sabe,1,Casa única del terreno
1,99999,9,No sabe,1,Casa única del terreno
1,385,9,No sabe,1,Casa única del terreno
1,230,9,No sabe,1,Casa única del terreno
1,99999,9,No sabe,3,"Casa dúplex, triple o cuádruple"
1,92,9,No sabe,1,Casa única del terreno
1,182,2,1 - A,1,Casa única del terreno
1,250,9,No sabe,1,Casa única del terreno
1,680,9,No sabe,1,Casa única del terreno
1,863,2,1 - A,1,Casa única del terreno
1,180,9,No sabe,2,Casa que comparte terreno con otra(s)
1,600,9,No sabe,1,Casa única del terreno
1,280,9,No sabe,1,Casa única del terreno
1,630,2,1 - A,1,Casa única del terreno
1,0,9,No sabe,1,Casa única del terreno
1,740,9,No sabe,1,Casa única del terreno
1,200,2,1 - A,1,Casa única del terreno
1,540,2,1 - A,1,Casa única del terreno
1,140,9,No sabe,1,Casa única del terreno
1,221,2,1 - A,1,Casa única del terreno
1,185,2,1 - A,1,Casa única del terreno
1,0,9,No sabe,1,Casa única del terreno
1,312,2,1 - A,1,Casa única del terreno
1,264,2,1 - A,1,Casa única del terreno
1,50,2,1 - A,1,Casa única del terreno
1,250,2,1 - A,1,Casa única del terreno
1,165,2,1 - A,1,Casa única del terreno
1,326,2,1 - A,1,Casa única del terreno
1,700,9,No sabe,1,Casa única del terreno
1,600,9,No sabe,1,Casa única del terreno
1,216,9,No sabe,1,Casa única del terreno
1,297,3,1 - B,1,Casa única del terreno
1,253,9,No sabe,1,Casa única del terreno
1,122,3,1 - B,1,Casa única del terreno
1,160,3,1 - B,1,Casa única del terreno
1,113,3,1 - B,1,Casa única del terreno
1,245,3,1 - B,1,Casa única del terreno
1,114,9,No sabe,1,Casa única del terreno
1,270,9,No sabe,1,Casa única del terreno
1,226,9,No sabe,1,Casa única del terreno
1,69,3,1 - B,1,Casa única del terreno
1,240,9,No sabe,1,Casa única del terreno
1,300,9,No sabe,1,Casa única del terreno
1,97,9,No sabe,1,Casa única del terreno
1,109,3,1 - B,1,Casa única del terreno
1,194,9,No sabe,1,Casa única del terreno
1,120,3,1 - B,1,Casa única del terreno
1,549,9,No sabe,1,Casa única del terreno
1,309,1,01,1,Casa única del terreno
1,1690,9,No sabe,1,Casa única del terreno
1,179,1,01,1,Casa única del terreno
1,87,3,1 - B,1,Casa única del terreno
1,146,9,No sabe,1,Casa única del terreno
1,218,3,1 - B,1,Casa única del terreno
1,331,3,1 - B,1,Casa única del terreno
1,800,9,No sabe,1,Casa única del terreno
1,23,3,1 - B,1,Casa única del terreno
1,136,3,1 - B,2,Casa que comparte terreno con otra(s)
1,115,3,1 - B,1,Casa única del terreno
1,400,9,No sabe,1,Casa única del terreno
1,179,3,1 - B,1,Casa única del terreno
1,319,3,1 - B,1,Casa única del terreno
1,300,9,No sabe,1,Casa única del terreno
1,192,3,1 - B,2,Casa que comparte terreno con otra(s)
1,526,9,No sabe,1,Casa única del terreno
1,2000,9,No sabe,1,Casa única del terreno
1,46,2,1 - A,1,Casa única del terreno
1,270,9,No sabe,1,Casa única del terreno
1,300,9,No sabe,1,Casa única del terreno
1,400,9,No sabe,1,Casa única del terreno
1,46,2,1 - A,1,Casa única del terreno
1,200,9,No sabe,1,Casa única del terreno
1,160,9,No sabe,1,Casa única del terreno
1,120,9,No sabe,1,Casa única del terreno
1,232,9,No sabe,1,Casa única del terreno
1,194,9,No sabe,1,Casa única del terreno
1,574,9,No sabe,1,Casa única del terreno
1,144,9,No sabe,1,Casa única del terreno
1,235,9,No sabe,1,Casa única del terreno
1,136,9,No sabe,1,Casa única del terreno
1,141,9,No sabe,1,Casa única del terreno
1,89,9,No sabe,1,Casa única del terreno
1,95,2,1 - A,2,Casa que comparte terreno con otra(s)
1,704,9,No sabe,1,Casa única del terreno
1,261,2,1 - A,1,Casa única del terreno
1,690,9,No sabe,1,Casa única del terreno
1,220,9,No sabe,1,Casa única del terreno
1,800,9,No sabe,1,Casa única del terreno
1,265,9,No sabe,1,Casa única del terreno
1,1100,9,No sabe,1,Casa única del terreno
1,4700,9,No sabe,1,Casa única del terreno
1,934,2,1 - A,1,Casa única del terreno
1,99999,9,No sabe,1,Casa única del terreno
1,250,9,No sabe,1,Casa única del terreno
1,284,2,1 - A,1,Casa única del terreno
1,160,2,1 - A,1,Casa única del terreno
1,78,9,No sabe,1,Casa única del terreno
1,630,2,1 - A,1,Casa única del terreno
1,135,2,1 - A,1,Casa única del terreno
1,308,2,1 - A,1,Casa única del terreno
1,165,2,1 - A,1,Casa única del terreno
1,300,9,No sabe,1,Casa única del terreno
1,190,9,No sabe,1,Casa única del terreno
1,145,2,1 - A,1,Casa única del terreno
1,145,9,No sabe,1,Casa única del terreno
1,381,2,1 - A,1,Casa única del terreno
1,170,9,No sabe,1,Casa única del terreno
1,1100,9,No sabe,1,Casa única del terreno
1,156,9,No sabe,2,Casa que comparte terreno con otra(s)
1,250,9,No sabe,1,Casa única del terreno
1,400,9,No sabe,1,Casa única del terreno
1,250,2,1 - A,1,Casa única del terreno
1,346,2,1 - A,2,Casa que comparte terreno con otra(s)
1,655,3,1 - B,1,Casa única del terreno
1,159,2,1 - A,1,Casa única del terreno
1,132,2,1 - A,1,Casa única del terreno
1,431,2,1 - A,1,Casa única del terreno
1,104,2,1 - A,4,Departamento en edificio
1,59,2,1 - A,1,Casa única del terreno
1,127,2,1 - A,1,Casa única del terreno
1,239,9,No sabe,1,Casa única del terreno
1,160,9,No sabe,1,Casa única del terreno
1,254,3,1 - B,1,Casa única del terreno
1,142,9,No sabe,1,Casa única del terreno
1,389,9,No sabe,1,Casa única del terreno
1,70,9,No sabe,1,Casa única del terreno
1,345,9,No sabe,2,Casa que comparte terreno con otra(s)
1,1700,9,No sabe,1,Casa única del terreno
1,1700,9,No sabe,1,Casa única del terreno
1,244,3,1 - B,1,Casa única del terreno
1,148,3,1 - B,2,Casa que comparte terreno con otra(s)
1,390,9,No sabe,1,Casa única del terreno
1,396,3,1 - B,1,Casa única del terreno
1,296,3,1 - B,1,Casa única del terreno
1,653,3,1 - B,1,Casa única del terreno
1,2291,3,1 - B,1,Casa única del terreno
1,516,3,1 - B,1,Casa única del terreno
1,50,3,1 - B,1,Casa única del terreno
1,469,3,1 - B,1,Casa única del terreno
1,250,2,1 - A,1,Casa única del terreno
1,320,9,No sabe,1,Casa única del terreno
1,600,9,No sabe,1,Casa única del terreno
1,200,9,No sabe,1,Casa única del terreno
1,300,9,No sabe,1,Casa única del terreno
1,1000,9,No sabe,1,Casa única del terreno
1,363,3,1 - B,1,Casa única del terreno
1,325,9,No sabe,1,Casa única del terreno
1,300,9,No sabe,2,Casa que comparte terreno con otra(s)
1,600,9,No sabe,1,Casa única del terreno
1,398,9,No sabe,1,Casa única del terreno
1,350,9,No sabe,1,Casa única del terreno
1,624,9,No sabe,1,Casa única del terreno
1,400,9,No sabe,1,Casa única del terreno
1,500,9,No sabe,1,Casa única del terreno
1,253,9,No sabe,1,Casa única del terreno
1,250,9,No sabe,1,Casa única del terreno
1,200,9,No sabe,1,Casa única del terreno
1,380,9,No sabe,1,Casa única del terreno
1,2800,9,No sabe,1,Casa única del terreno
1,500,9,No sabe,1,Casa única del terreno
1,1000,9,No sabe,1,Casa única del terreno
1,200,9,No sabe,2,Casa que comparte terreno con otra(s)
1,166,9,No sabe,1,Casa única del terreno
1,394,1,01,1,Casa única del terreno
1,144,9,No sabe,1,Casa única del terreno
1,889,9,No sabe,1,Casa única del terreno
1,130,9,No sabe,1,Casa única del terreno
1,0,0,02,1,Casa única del terreno
1,150,3,1 - B,1,Casa única del terreno
1,99999,9,No sabe,1,Casa única del terreno
1,176,1,01,1,Casa única del terreno
1,400,9,No sabe,1,Casa única del terreno
1,130,9,No sabe,1,Casa única del terreno
1,0,0,02,1,Casa única del terreno
1,320,3,1 - B,1,Casa única del terreno
1,1654,1,01,1,Casa única del terreno
1,300,9,No sabe,1,Casa única del terreno
1,0,9,No sabe,1,Casa única del terreno
1,350,9,No sabe,1,Casa única del terreno
1,273,3,1 - B,1,Casa única del terreno
1,1400,9,No sabe,1,Casa única del terreno
1,3700,9,No sabe,1,Casa única del terreno
1,472,9,No sabe,1,Casa única del terreno
1,295,9,No sabe,1,Casa única del terreno
1,967,9,No sabe,1,Casa única del terreno
1,900,9,No sabe,1,Casa única del terreno
1,180,3,1 - B,1,Casa única del terreno
1,2100,9,No sabe,1,Casa única del terreno
1,220,9,No sabe,1,Casa única del terreno
1,186,3,1 - B,1,Casa única del terreno
1,200,9,No sabe,1,Casa única del terreno
1,1200,9,No sabe,1,Casa única del terreno
1,234,9,No sabe,1,Casa única del terreno
1,125,9,No sabe,1,Casa única del terreno
1,265,9,No sabe,1,Casa única del terreno
1,284,3,1 - B,1,Casa única del terreno
1,1052,3,1 - B,1,Casa única del terreno
1,215,3,1 - B,1,Casa única del terreno
1,97,9,No sabe,1,Casa única del terreno
1,130,9,No sabe,1,Casa única del terreno
1,110,9,No sabe,1,Casa única del terreno
1,190,9,No sabe,1,Casa única del terreno
1,153,9,No sabe,2,Casa que comparte terreno con otra(s)
1,200,9,No sabe,2,Casa que comparte terreno con otra(s)
1,298,3,1 - B,1,Casa única del terreno
1,277,3,1 - B,2,Casa que comparte terreno con otra(s)
1,250,9,No sabe,1,Casa única del terreno
1,435,9,No sabe,1,Casa única del terreno
1,151,2,1 - A,1,Casa única del terreno
1,366,9,No sabe,1,Casa única del terreno
1,0,0,02,1,Casa única del terreno
1,344,3,1 - B,1,Casa única del terreno
1,370,9,No sabe,1,Casa única del terreno
1,245,9,No sabe,1,Casa única del terreno
1,93,9,No sabe,1,Casa única del terreno
1,723,9,No sabe,1,Casa única del terreno
1,200,3,1 - B,1,Casa única del terreno
1,1800,9,No sabe,1,Casa única del terreno
1,77,3,1 - B,2,Casa que comparte terreno con otra(s)
1,139,3,1 - B,1,Casa única del terreno
1,199,2,1 - A,1,Casa única del terreno
1,498,9,No sabe,1,Casa única del terreno
1,286,9,No sabe,1,Casa única del terreno
1,357,3,1 - B,1,Casa única del terreno
1,260,9,No sabe,1,Casa única del terreno
1,120,9,No sabe,2,Casa que comparte terreno con otra(s)
1,500,9,No sabe,1,Casa única del terreno
1,525,3,1 - B,1,Casa única del terreno
1,95,3,1 - B,1,Casa única del terreno
1,250,3,1 - B,2,Casa que comparte terreno con otra(s)
1,274,3,1 - B,1,Casa única del terreno
1,99999,9,No sabe,1,Casa única del terreno
1,127,9,No sabe,1,Casa única del terreno
1,241,9,No sabe,1,Casa única del terreno
1,84,2,1 - A,1,Casa única del terreno
1,256,2,1 - A,1,Casa única del terreno
1,167,2,1 - A,2,Casa que comparte terreno con otra(s)
1,46,9,No sabe,1,Casa única del terreno
1,143,2,1 - A,1,Casa única del terreno
1,90,2,1 - A,1,Casa única del terreno
1,250,9,No sabe,1,Casa única del terreno
1,46,2,1 - A,1,Casa única del terreno
1,270,9,No sabe,1,Casa única del terreno
1,726,9,No sabe,2,Casa que comparte terreno con otra(s)
1,92,2,1 - A,1,Casa única del terreno
1,257,2,1 - A,1,Casa única del terreno
1,99999,9,No sabe,2,Casa que comparte terreno con otra(s)
1,74,2,1 - A,1,Casa única del terreno
1,170,2,1 - A,1,Casa única del terreno
1,83,9,No sabe,1,Casa única del terreno
1,646,3,1 - B,1,Casa única del terreno
1,671,9,No sabe,2,Casa que comparte terreno con otra(s)
1,169,3,1 - B,1,Casa única del terreno
1,433,3,1 - B,1,Casa única del terreno
1,800,9,No sabe,2,Casa que comparte terreno con otra(s)
1,260,9,No sabe,2,Casa que comparte terreno con otra(s)
1,170,3,1 - B,1,Casa única del terreno
1,48,3,1 - B,1,Casa única del terreno
1,57,9,No sabe,2,Casa que comparte terreno con otra(s)
1,645,3,1 - B,1,Casa única del terreno
1,675,3,1 - B,1,Casa única del terreno
1,131,2,1 - A,1,Casa única del terreno
1,839,3,1 - B,1,Casa única del terreno
1,120,9,No sabe,1,Casa única del terreno
1,800,9,No sabe,6,Vivienda en vecindad o cuartería
1,600,3,1 - B,1,Casa única del terreno
1,116,3,1 - B,1,Casa única del terreno
1,380,9,No sabe,1,Casa única del terreno
1,4290,3,1 - B,1,Casa única del terreno
1,319,3,1 - B,1,Casa única del terreno
1,250,3,1 - B,1,Casa única del terreno
1,140,3,1 - B,1,Casa única del terreno
1,150,3,1 - B,1,Casa única del terreno
1,830,3,1 - B,1,Casa única del terreno
1,142,3,1 - B,1,Casa única del terreno
1,5900,3,1 - B,1,Casa única del terreno
1,556,3,1 - B,1,Casa única del terreno
1,0,0,02,1,Casa única del terreno
1,326,9,No sabe,2,Casa que comparte terreno con otra(s)
1,1200,9,No sabe,1,Casa única del terreno
1,140,3,1 - B,2,Casa que comparte terreno con otra(s)
1,116,3,1 - B,1,Casa única del terreno
1,521,3,1 - B,1,Casa única del terreno
1,99999,9,No sabe,1,Casa única del terreno
1,250,3,1 - B,1,Casa única del terreno
1,198,3,1 - B,1,Casa única del terreno
1,284,3,1 - B,1,Casa única del terreno
1,300,9,No sabe,1,Casa única del terreno
1,158,9,No sabe,1,Casa única del terreno
1,115,2,1 - A,1,Casa única del terreno
1,344,9,No sabe,1,Casa única del terreno
1,300,9,No sabe,1,Casa única del terreno
1,420,9,No sabe,2,Casa que comparte terreno con otra(s)
1,191,1,01,1,Casa única del terreno
1,188,9,No sabe,1,Casa única del terreno
1,99999,9,No sabe,1,Casa única del terreno
1,165,2,1 - A,1,Casa única del terreno
1,1200,9,No sabe,1,Casa única del terreno
1,0,0,02,2,Casa que comparte terreno con otra(s)
1,256,1,01,2,Casa que comparte terreno con otra(s)
